
Running LFU Algorithm Simulation
Time	Process	Page	Result	Evicted
2.6	X	5	MISS	-
2.7	S	4	HIT	-
2.7	X	15	MISS	-
2.8	S	1	MISS	-
2.8	X	9	HIT	-
2.9	S	1	HIT	-
2.9	X	8	MISS	-
3.0	O	Enter	5	4	<......SS..SSSS.XSXXSXSXSXXXSX.......................................................................>

3.0	O	0	MISS	-
3.0	A	Enter	11	5	<......SS..SSSS.XSXXSXSXSXXXSXO......................................................................>

3.0	A	0	MISS	-
3.0	N	Enter	11	5	<......SS..SSSS.XSXXSXSXSXXXSXOA.....................................................................>

3.0	N	0	MISS	-
3.0	X	7	HIT	-
3.0	O	1	MISS	-
3.0	A	3	MISS	-
3.0	N	10	MISS	-

3.0	S	Exit	31	2	<......SS..SSSS.XSXXSXSXSXXXSXOANOAN.................................................................>
3.1	X	6	HIT	-
3.1	O	0	HIT	-
3.1	A	4	MISS	-
3.1	N	0	HIT	-
3.2	X	9	HIT	-
3.2	O	3	MISS	-
3.2	A	5	MISS	-
3.2	N	1	MISS	-
3.3	X	3	MISS	-
3.3	O	4	MISS	-
3.3	A	6	MISS	-
3.3	N	10	HIT	-
3.4	X	3	HIT	-
3.4	O	4	HIT	-
3.4	A	9	MISS	-
3.4	N	1	HIT	-
3.5	X	12	MISS	-
3.5	O	0	HIT	-
3.5	A	10	MISS	-
3.5	N	0	HIT	-
3.6	X	12	HIT	-
3.6	O	4	HIT	-
3.6	A	0	HIT	-
3.6	N	0	HIT	-
3.7	X	4	HIT	-
3.7	O	3	HIT	-
3.7	A	1	MISS	-
3.7	N	1	HIT	-
3.8	X	3	HIT	-
3.8	O	2	MISS	-
3.8	A	4	HIT	-
3.8	N	1	HIT	-
3.9	X	12	HIT	-
3.9	O	3	HIT	-
3.9	A	4	HIT	-
3.9	N	0	HIT	-
4.0	O	Enter	17	5	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAO.....................................................>

4.0	O	0	HIT	-
4.0	F	Enter	17	5	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAO.....................................................>

4.0	F	0	MISS	-
4.0	X	11	MISS	-
4.0	O	3	HIT	-
4.0	A	9	HIT	-
4.0	N	0	HIT	-
4.0	O	16	MISS	-
4.0	F	1	MISS	-
4.1	X	10	MISS	-
4.1	O	2	HIT	-
4.1	A	7	MISS	-
4.1	N	1	HIT	-
4.1	O	15	MISS	-
4.1	F	2	MISS	-
4.2	X	11	HIT	-
4.2	O	3	HIT	-
4.2	A	7	HIT	-
4.2	N	7	MISS	-
4.2	O	4	HIT	-
4.2	F	4	MISS	-
4.3	X	12	HIT	-
4.3	O	3	HIT	-
4.3	A	7	HIT	-
4.3	N	6	MISS	-
4.3	O	3	HIT	-
4.3	F	5	MISS	-
4.4	X	11	HIT	-
4.4	O	2	HIT	-
4.4	A	7	HIT	-
4.4	N	5	MISS	-
4.4	O	2	HIT	-
4.4	F	14	MISS	-
4.5	X	12	HIT	-
4.5	O	2	HIT	-
4.5	A	2	MISS	-
4.5	N	0	HIT	-
4.5	O	1	HIT	-
4.5	F	10	MISS	-
4.6	X	11	HIT	-
4.6	O	4	HIT	-
4.6	A	1	HIT	-
4.6	N	3	MISS	-
4.6	O	0	HIT	-
4.6	F	7	MISS	-
4.7	X	4	HIT	-
4.7	O	3	HIT	-
4.7	A	0	HIT	-
4.7	N	4	MISS	-
4.7	O	1	HIT	-
4.7	F	5	HIT	-
4.8	X	4	HIT	-
4.8	O	3	HIT	-
4.8	A	8	MISS	-
4.8	N	5	HIT	-
4.8	O	0	HIT	-
4.8	F	5	HIT	-
4.9	X	5	HIT	-
4.9	O	0	HIT	-
4.9	A	9	HIT	-
4.9	N	3	HIT	-
4.9	O	0	HIT	-
4.9	F	6	MISS	-
5.0	G	Enter	5	3	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAF................................>

5.0	G	0	MISS	-
5.0	Z	Enter	5	2	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFG...............................>

5.0	Z	0	MISS	-
5.0	C	Enter	11	2	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFGZ..............................>

5.0	C	0	MISS	-
5.0	D	Enter	31	1	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFGZC.............................>

5.0	D	0	MISS	-
5.0	G	Enter	17	3	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFGZCD............................>

5.0	G	0	HIT	-
5.0	U	Enter	11	5	<...............X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFGZCD............................>

5.0	U	0	MISS	-
5.0	X	2	MISS	-
5.0	O	4	HIT	-
5.0	A	9	HIT	-
5.0	N	2	MISS	-
5.0	O	16	HIT	-
5.0	F	7	HIT	-
5.0	G	4	MISS	-
5.0	Z	4	MISS	-
5.0	C	8	MISS	-
5.0	D	1	MISS	-
5.0	G	16	MISS	-
5.0	U	10	MISS	-
5.1	X	2	HIT	-
5.1	O	2	HIT	-
5.1	A	10	HIT	-
5.1	N	1	HIT	-
5.1	O	15	HIT	-
5.1	F	6	HIT	-
5.1	G	4	HIT	-
5.1	Z	2	MISS	-
5.1	C	9	MISS	-
5.1	D	0	HIT	-
5.1	G	11	MISS	-
5.1	U	3	MISS	-
5.2	X	1	MISS	-
5.2	O	2	HIT	-
5.2	A	10	HIT	-
5.2	N	1	HIT	-
5.2	O	14	MISS	-
5.2	F	7	HIT	-
5.2	G	0	HIT	-
5.2	Z	4	HIT	-
5.2	C	1	MISS	-
5.2	D	8	MISS	-
5.2	G	12	MISS	-
5.2	U	4	MISS	-
5.3	X	0	HIT	-
5.3	O	1	HIT	-
5.3	A	9	HIT	-
5.3	N	1	HIT	-
5.3	O	15	HIT	-
5.3	F	7	HIT	-
5.3	G	0	HIT	-
5.3	Z	2	HIT	-
5.3	C	1	HIT	-
5.3	D	7	MISS	-
5.3	G	13	MISS	-
5.3	U	3	HIT	-
5.4	X	16	HIT	-
5.4	O	4	HIT	-
5.4	A	5	HIT	-
5.4	N	2	HIT	-
5.4	O	16	HIT	-
5.4	F	7	HIT	-
5.4	G	4	HIT	-
5.4	Z	1	MISS	-
5.4	C	5	MISS	-
5.4	D	7	HIT	-
5.4	G	14	MISS	-
5.4	U	1	MISS	-
5.5	X	15	HIT	-
5.5	O	1	HIT	-
5.5	A	5	HIT	-
5.5	N	0	HIT	-
5.5	O	0	HIT	-
5.5	F	2	HIT	-
5.5	G	0	HIT	-
5.5	Z	4	HIT	-
5.5	C	7	MISS	-
5.5	D	7	HIT	-
5.5	G	15	MISS	-
5.5	U	0	HIT	-
5.6	X	8	HIT	-
5.6	O	2	HIT	-
5.6	A	6	HIT	-
5.6	N	1	HIT	-
5.6	O	1	HIT	-
5.6	F	3	MISS	-
5.6	G	1	MISS	-
5.6	Z	0	HIT	-
5.6	C	8	HIT	-
5.6	D	8	HIT	-
5.6	G	14	HIT	-
5.6	U	9	MISS	-
5.7	X	7	HIT	-
5.7	O	1	HIT	-
5.7	A	7	HIT	-
5.7	N	0	HIT	-
5.7	O	0	HIT	-
5.7	F	4	HIT	-
5.7	G	4	HIT	-
5.7	Z	0	HIT	-
5.7	C	2	MISS	-
5.7	D	7	HIT	-
5.7	G	13	HIT	-
5.7	U	2	MISS	-
5.8	X	8	HIT	-
5.8	O	2	HIT	-
5.8	A	7	HIT	-
5.8	N	1	HIT	-
5.8	O	0	HIT	-
5.8	F	4	HIT	-
5.8	G	0	HIT	-
5.8	Z	1	HIT	-
5.8	C	1	HIT	-
5.8	D	8	HIT	-
5.8	G	12	HIT	-
5.8	U	9	HIT	-
5.9	X	9	HIT	-
5.9	O	3	HIT	-
5.9	A	7	HIT	-
5.9	N	0	HIT	-
5.9	O	0	HIT	-
5.9	F	5	HIT	-
5.9	G	4	HIT	-
5.9	Z	2	HIT	-
5.9	C	1	HIT	-
5.9	D	7	HIT	-
5.9	G	13	HIT	-
5.9	U	7	MISS	-
6.0	X	9	HIT	-
6.0	O	0	HIT	-
6.0	A	8	HIT	-
6.0	N	0	HIT	-
6.0	O	0	HIT	-
6.0	F	5	HIT	-
6.0	G	3	MISS	-
6.0	Z	3	MISS	-
6.0	C	0	HIT	-
6.0	G	13	HIT	-
6.0	U	7	HIT	-

6.0	D	Exit	31	1	<GUCUUGZ........X.XX.X.X.XXX.XOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFGZCDUXNGZCDGUZCGUXOCDGUDGZCGUCGF>
6.1	X	9	HIT	-
6.1	O	4	HIT	-
6.1	A	8	HIT	-
6.1	N	3	HIT	-
6.1	O	16	HIT	-
6.1	F	6	HIT	-
6.1	G	3	HIT	-
6.1	Z	1	HIT	-
6.1	C	0	HIT	-
6.1	G	14	HIT	-
6.1	U	8	MISS	-
6.2	X	14	MISS	-
6.2	O	0	HIT	-
6.2	A	8	HIT	-
6.2	N	10	HIT	-
6.2	O	16	HIT	-
6.2	F	5	HIT	-
6.2	G	0	HIT	-
6.2	Z	1	HIT	-
6.2	C	2	HIT	-
6.2	G	15	HIT	-
6.2	U	7	HIT	-
6.3	X	11	HIT	-
6.3	O	4	HIT	-
6.3	A	1	HIT	-
6.3	N	8	MISS	-
6.3	O	4	HIT	-
6.3	F	5	HIT	-
6.3	G	4	HIT	-
6.3	Z	0	HIT	-
6.3	C	8	HIT	-
6.3	G	5	MISS	-
6.3	U	10	HIT	-
6.4	X	10	HIT	-
6.4	O	1	HIT	-
6.4	A	10	HIT	-
6.4	N	9	MISS	-
6.4	O	4	HIT	-
6.4	F	4	HIT	-
6.4	G	3	HIT	-
6.4	Z	4	HIT	-
6.4	C	7	HIT	-
6.4	G	6	MISS	-
6.4	U	9	HIT	-
6.5	X	10	HIT	-
6.5	O	2	HIT	-
6.5	A	10	HIT	-
6.5	N	8	HIT	-
6.5	O	15	HIT	-
6.5	F	8	MISS	-
6.5	G	1	HIT	-
6.5	Z	3	HIT	-
6.5	C	6	MISS	-
6.5	G	6	HIT	-
6.5	U	7	HIT	-
6.6	X	9	HIT	-
6.6	O	4	HIT	-
6.6	A	3	HIT	-
6.6	N	9	HIT	-
6.6	O	15	HIT	-
6.6	F	8	HIT	-
6.6	G	1	HIT	-
6.6	Z	2	HIT	-
6.6	C	6	HIT	-
6.6	G	15	HIT	-
6.6	U	9	HIT	-
6.7	X	9	HIT	-
6.7	O	3	HIT	-
6.7	A	10	HIT	-
6.7	N	10	HIT	-
6.7	O	4	HIT	-
6.7	F	13	MISS	-
6.7	G	3	HIT	-
6.7	Z	2	HIT	-
6.7	C	6	HIT	-
6.7	G	16	HIT	-
6.7	U	8	HIT	-
6.8	X	8	HIT	-
6.8	O	3	HIT	-
6.8	A	10	HIT	-
6.8	N	9	HIT	-
6.8	O	4	HIT	-
6.8	F	12	MISS	-
6.8	G	0	HIT	-
6.8	Z	3	HIT	-
6.8	C	5	HIT	-
6.8	G	15	HIT	-
6.8	U	6	MISS	-
6.9	X	7	HIT	-
6.9	O	2	HIT	-
6.9	A	8	HIT	-
6.9	N	10	HIT	-
6.9	O	3	HIT	-
6.9	F	13	HIT	-
6.9	G	1	HIT	-
6.9	Z	2	HIT	-
6.9	C	4	MISS	-
6.9	G	15	HIT	-
6.9	U	8	HIT	-
7.0	A	9	HIT	-
7.0	N	5	HIT	-
7.0	O	10	MISS	-
7.0	F	14	HIT	-
7.0	G	2	MISS	-
7.0	G	15	HIT	-
7.0	U	7	HIT	-

7.0	X	Exit	17	5	<GUCUUGZUXNGNGFCXFXXFXUXCXXXOXOANOANAOANXOAAXAAOFXOFXAOFNFNFNFAFNFNAFGZCGUXNGZC.GUZCGUXOC.GU.GZCGUCGF>

7.0	O	Exit	5	4	<GUCUUGZU.NGNGFC.F..F.U.C...O.OANOANAOAN.OAA.AAOF.OF.AOFNFNFNFAFNFNAFGZCGU.NGZC.GUZCGU.OC.GU.GZCGUCGF>

7.0	Z	Exit	5	2	<GUCUUGZU.NGNGFC.F..F.U.C......AN.ANA.AN..AA.AA.F..F.A.FNFNFNFAFNFNAFGZCGU.NGZC.GUZCGU..C.GU.GZCGUCGF>

7.0	C	Exit	11	2	<GUCUUG.U.NGNGFC.F..F.U.C......AN.ANA.AN..AA.AA.F..F.A.FNFNFNFAFNFNAFG.CGU.NG.C.GU.CGU..C.GU.G.CGUCGF>
7.1	A	6	HIT	-
7.1	N	4	HIT	-
7.1	O	2	MISS	-
7.1	F	15	MISS	-
7.1	G	4	HIT	-
7.1	G	15	HIT	-
7.1	U	9	HIT	-
7.2	A	5	HIT	-
7.2	N	3	HIT	-
7.2	O	3	MISS	-
7.2	F	1	HIT	-
7.2	G	0	HIT	-
7.2	G	15	HIT	-
7.2	U	8	HIT	-
7.3	A	5	HIT	-
7.3	N	4	HIT	-
7.3	O	12	MISS	-
7.3	F	16	MISS	-
7.3	G	1	HIT	-
7.3	G	15	HIT	-
7.3	U	8	HIT	-
7.4	A	5	HIT	-
7.4	N	4	HIT	-
7.4	O	11	MISS	-
7.4	F	1	HIT	-
7.4	G	3	HIT	-
7.4	G	14	HIT	-
7.4	U	4	HIT	-
7.5	A	6	HIT	-
7.5	N	3	HIT	-
7.5	O	12	HIT	-
7.5	F	1	HIT	-
7.5	G	4	HIT	-
7.5	G	14	HIT	-
7.5	U	5	MISS	-
7.6	A	5	HIT	-
7.6	N	0	HIT	-
7.6	O	7	MISS	-
7.6	F	11	MISS	-
7.6	G	4	HIT	-
7.6	G	14	HIT	-
7.6	U	5	HIT	-
7.7	A	5	HIT	-
7.7	N	1	HIT	-
7.7	O	6	MISS	-
7.7	F	6	HIT	-
7.7	G	4	HIT	-
7.7	G	15	HIT	-
7.7	U	5	HIT	-
7.8	A	9	HIT	-
7.8	N	0	HIT	-
7.8	O	5	MISS	-
7.8	F	6	HIT	-
7.8	G	3	HIT	-
7.8	G	4	HIT	-
7.8	U	2	HIT	-
7.9	A	10	HIT	-
7.9	N	10	HIT	-
7.9	O	6	HIT	-
7.9	F	5	HIT	-
7.9	G	4	HIT	-
7.9	G	11	HIT	-
7.9	U	2	HIT	-
8.0	O	9	MISS	-
8.0	F	1	HIT	-
8.0	U	2	HIT	-

8.0	A	Exit	11	5	<GUOUUGFUONGNGFOFFOUFOUFOOO....AN.ANA.AN..AA.AA.F..F.A.FNFNFNFAFNFNAFG..GU.NG...GU..GU....GU.G..GU.GF>

8.0	N	Exit	11	5	<GUOUUGFUONGNGFOFFOUFOUFOOO.....N..N...N........F..F...FNFNFNF.FNFN.FG..GU.NG...GU..GU....GU.G..GU.GF>

8.0	G	Exit	5	3	<GUOUUGFUO.G.GFOFFOUFOUFOOO.....................F..F...F.F.F.F.F.F..FG..GU..G...GU..GU....GU.G..GU.GF>

8.0	G	Exit	17	3	<.UOUU.FUO....FOFFOUFOUFOOO.....................F..F...F.F.F.F.F.F..F....U.......U...U.....U.....U..F>
8.1	O	8	MISS	-
8.1	F	1	HIT	-
8.1	U	1	HIT	-
8.2	O	7	HIT	-
8.2	F	0	HIT	-
8.2	U	0	HIT	-
8.3	O	6	HIT	-
8.3	F	16	HIT	-
8.3	U	0	HIT	-
8.4	O	6	HIT	-
8.4	F	4	HIT	-
8.4	U	0	HIT	-
8.5	O	5	HIT	-
8.5	F	7	HIT	-
8.5	U	6	HIT	-
8.6	O	15	MISS	-
8.6	F	7	HIT	-
8.6	U	5	HIT	-
8.7	O	1	MISS	-
8.7	F	7	HIT	-
8.7	U	4	HIT	-
8.8	O	1	HIT	-
8.8	F	8	HIT	-
8.8	U	4	HIT	-
8.9	O	3	HIT	-
8.9	F	8	HIT	-
8.9	U	3	HIT	-
9.0	U	2	HIT	-

9.0	O	Exit	17	5	<OUOUUOFUOO...FOFFOUFOUFOOO.....................F..F...F.F.F.F.F.F..F....U.......U...U.....U.....U..F>

9.0	F	Exit	17	5	<.U.UU.FU.....F.FF.UF.UF........................F..F...F.F.F.F.F.F..F....U.......U...U.....U.....U..F>
9.1	U	0	HIT	-
9.2	U	10	HIT	-
9.3	U	0	HIT	-
9.4	U	10	HIT	-
9.5	U	10	HIT	-
9.6	U	10	HIT	-
9.7	U	9	HIT	-
9.8	U	8	HIT	-
9.9	U	9	HIT	-

10.0	U	Exit	11	5	<.U.UU..U..........U..U..................................................U.......U...U.....U.....U...>

Simulation Results:
Total References: 515
Hits: 379, Misses: 136
Hit Ratio: 0.74, Miss Ratio: 0.26
Processes Swapped In: 15

Running LFU Algorithm Simulation
Time	Process	Page	Result	Evicted
----	-------	----	------	-------
0.0	H	Enter	5	2	<....................................................................................................>

0.0	H	0	MISS	-
0.0	H	2	MISS	-
0.1	H	2	HIT	-
0.2	H	2	HIT	-
0.3	H	1	MISS	-
0.4	H	1	HIT	-
0.5	H	1	HIT	-
0.6	H	0	HIT	-
0.7	H	4	MISS	-
0.8	H	1	HIT	-
0.9	H	2	HIT	-
1.0	L	Enter	11	1	<HHHH................................................................................................>

1.0	L	0	MISS	-
1.0	S	Enter	31	2	<HHHHL...............................................................................................>

1.0	S	0	MISS	-
1.0	H	1	HIT	-
1.0	L	4	MISS	-
1.0	S	1	MISS	-
1.1	H	2	HIT	-
1.1	L	10	MISS	-
1.1	S	2	MISS	-
1.2	H	3	MISS	-
1.2	L	5	MISS	-
1.2	S	1	HIT	-
1.3	H	3	HIT	-
1.3	L	10	HIT	-
1.3	S	2	HIT	-
1.4	H	3	HIT	-
1.4	L	0	HIT	-
1.4	S	3	MISS	-
1.5	H	0	HIT	-
1.5	L	10	HIT	-
1.5	S	23	MISS	-
1.6	H	4	HIT	-
1.6	L	10	HIT	-
1.6	S	11	MISS	-
1.7	H	4	HIT	-
1.7	L	10	HIT	-
1.7	S	12	MISS	-
1.8	H	0	HIT	-
1.8	L	9	MISS	-
1.8	S	13	MISS	-
1.9	H	3	HIT	-
1.9	L	8	MISS	-
1.9	S	12	HIT	-
2.0	X	Enter	17	5	<HHHHLSLSLSHLSSSSLSL.................................................................................>

2.0	X	0	MISS	-
2.0	S	13	HIT	-
2.0	X	8	MISS	-

2.0	H	Exit	5	2	<HHHHLSLSLSHLSSSSLSLXX...............................................................................>

2.0	L	Exit	11	1	<....LSLSLS.LSSSSLSLXX...............................................................................>
2.1	S	14	MISS	-
2.1	X	8	HIT	-
2.2	S	15	MISS	-
2.2	X	7	MISS	-
2.3	S	15	HIT	-
2.3	X	4	MISS	-
2.4	S	15	HIT	-
2.4	X	5	MISS	-
2.5	S	16	MISS	-
2.5	X	6	MISS	-
2.6	S	3	HIT	-
2.6	X	7	HIT	-
2.7	S	3	HIT	-
2.7	X	2	MISS	-
2.8	S	4	MISS	-
2.8	X	1	MISS	-
2.9	S	5	MISS	-
2.9	X	1	HIT	-
3.0	O	Enter	5	4	<.....S.S.S..SSSS.S.XXSSXXXSXXSXS....................................................................>

3.0	O	0	MISS	-
3.0	A	Enter	11	5	<.....S.S.S..SSSS.S.XXSSXXXSXXSXSO...................................................................>

3.0	A	0	MISS	-
3.0	N	Enter	11	5	<.....S.S.S..SSSS.S.XXSSXXXSXXSXSOA..................................................................>

3.0	N	0	MISS	-
3.0	X	0	HIT	-
3.0	O	3	MISS	-
3.0	A	0	HIT	-
3.0	N	10	MISS	-

3.0	S	Exit	31	2	<.....S.S.S..SSSS.S.XXSSXXXSXXSXSOANON...............................................................>
3.1	X	1	HIT	-
3.1	O	3	HIT	-
3.1	A	1	MISS	-
3.1	N	0	HIT	-
3.2	X	2	HIT	-
3.2	O	3	HIT	-
3.2	A	0	HIT	-
3.2	N	10	HIT	-
3.3	X	3	MISS	-
3.3	O	2	MISS	-
3.3	A	10	MISS	-
3.3	N	10	HIT	-
3.4	X	12	MISS	-
3.4	O	3	HIT	-
3.4	A	10	HIT	-
3.4	N	9	MISS	-
3.5	X	12	HIT	-
3.5	O	4	MISS	-
3.5	A	9	MISS	-
3.5	N	10	HIT	-
3.6	X	16	MISS	-
3.6	O	4	HIT	-
3.6	A	2	MISS	-
3.6	N	0	HIT	-
3.7	X	16	HIT	-
3.7	O	4	HIT	-
3.7	A	1	HIT	-
3.7	N	10	HIT	-
3.8	X	16	HIT	-
3.8	O	2	HIT	-
3.8	A	9	HIT	-
3.8	N	9	HIT	-
3.9	X	0	HIT	-
3.9	O	3	HIT	-
3.9	A	9	HIT	-
3.9	N	9	HIT	-
4.0	O	Enter	17	5	<...................XX..XXX.XX.X.OANONAXOAXNOAXA.....................................................>

4.0	O	0	HIT	-
4.0	F	Enter	17	5	<...................XX..XXX.XX.X.OANONAXOAXNOAXA.....................................................>

4.0	F	0	MISS	-
4.0	X	0	HIT	-
4.0	O	3	HIT	-
4.0	A	0	HIT	-
4.0	N	0	HIT	-
4.0	O	12	MISS	-
4.0	F	8	MISS	-
4.1	X	0	HIT	-
4.1	O	2	HIT	-
4.1	A	0	HIT	-
4.1	N	0	HIT	-
4.1	O	0	HIT	-
4.1	F	8	HIT	-
4.2	X	16	HIT	-
4.2	O	1	MISS	-
4.2	A	10	HIT	-
4.2	N	7	MISS	-
4.2	O	12	HIT	-
4.2	F	7	MISS	-
4.3	X	0	HIT	-
4.3	O	0	HIT	-
4.3	A	10	HIT	-
4.3	N	8	MISS	-
4.3	O	13	MISS	-
4.3	F	8	HIT	-
4.4	X	0	HIT	-
4.4	O	1	HIT	-
4.4	A	2	HIT	-
4.4	N	8	HIT	-
4.4	O	13	HIT	-
4.4	F	8	HIT	-
4.5	X	6	HIT	-
4.5	O	1	HIT	-
4.5	A	1	HIT	-
4.5	N	4	MISS	-
4.5	O	14	MISS	-
4.5	F	7	HIT	-
4.6	X	0	HIT	-
4.6	O	2	HIT	-
4.6	A	2	HIT	-
4.6	N	3	MISS	-
4.6	O	9	MISS	-
4.6	F	7	HIT	-
4.7	X	16	HIT	-
4.7	O	0	HIT	-
4.7	A	3	MISS	-
4.7	N	4	HIT	-
4.7	O	6	MISS	-
4.7	F	8	HIT	-
4.8	X	15	MISS	-
4.8	O	4	HIT	-
4.8	A	2	HIT	-
4.8	N	5	MISS	-
4.8	O	6	HIT	-
4.8	F	8	HIT	-
4.9	X	14	MISS	-
4.9	O	0	HIT	-
4.9	A	2	HIT	-
4.9	N	4	HIT	-
4.9	O	7	MISS	-
4.9	F	9	MISS	-
5.0	G	Enter	5	3	<...................XX..XXX.XX.X.OANONAXOAXNOAXAFOFONFNONONOAOXNXOF..................................>

5.0	G	0	MISS	-
5.0	Z	Enter	5	2	<...................XX..XXX.XX.X.OANONAXOAXNOAXAFOFONFNONONOAOXNXOFG.................................>

5.0	Z	0	MISS	-
5.0	C	Enter	11	2	<...................XX..XXX.XX.X.OANONAXOAXNOAXAFOFONFNONONOAOXNXOFGZ................................>

5.0	C	0	MISS	-
5.0	D	Enter	31	1	<...................XX..XXX.XX.X.OANONAXOAXNOAXAFOFONFNONONOAOXNXOFGZC...............................>

5.0	D	0	MISS	-
5.0	G	Enter	17	3	<...................XX..XXX.XX.X.OANONAXOAXNOAXAFOFONFNONONOAOXNXOFGZCD..............................>

5.0	G	0	HIT	-
5.0	U	Enter	11	5	<...................XX..XXX.XX.X.OANONAXOAXNOAXAFOFONFNONONOAOXNXOFGZCD..............................>

5.0	U	0	MISS	-
5.0	X	14	HIT	-
5.0	O	0	HIT	-
5.0	A	1	HIT	-
5.0	N	4	HIT	-
5.0	O	8	MISS	-
5.0	F	8	HIT	-
5.0	G	4	MISS	-
5.0	Z	1	MISS	-
5.0	C	5	MISS	-
5.0	D	7	MISS	-
5.0	G	4	HIT	-
5.0	U	9	MISS	-
5.1	X	15	HIT	-
5.1	O	2	HIT	-
5.1	A	0	HIT	-
5.1	N	4	HIT	-
5.1	O	5	MISS	-
5.1	F	8	HIT	-
5.1	G	4	HIT	-
5.1	Z	1	HIT	-
5.1	C	4	MISS	-
5.1	D	7	HIT	-
5.1	G	3	MISS	-
5.1	U	0	HIT	-
5.2	X	16	HIT	-
5.2	O	1	HIT	-
5.2	A	0	HIT	-
5.2	N	4	HIT	-
5.2	O	16	MISS	-
5.2	F	15	MISS	-
5.2	G	4	HIT	-
5.2	Z	4	MISS	-
5.2	C	5	HIT	-
5.2	D	6	MISS	-
5.2	G	2	MISS	-
5.2	U	1	MISS	-
5.3	X	16	HIT	-
5.3	O	0	HIT	-
5.3	A	10	HIT	-
5.3	N	10	HIT	-
5.3	O	2	HIT	-
5.3	F	6	MISS	-
5.3	G	2	HIT	-
5.3	Z	0	HIT	-
5.3	C	5	HIT	-
5.3	D	5	MISS	-
5.3	G	1	MISS	-
5.3	U	2	MISS	-
5.4	X	8	HIT	-
5.4	O	0	HIT	-
5.4	A	9	HIT	-
5.4	N	10	HIT	-
5.4	O	3	HIT	-
5.4	F	5	MISS	-
5.4	G	2	HIT	-
5.4	Z	4	HIT	-
5.4	C	4	HIT	-
5.4	D	27	MISS	-
5.4	G	11	MISS	-
5.4	U	2	HIT	-
5.5	X	9	MISS	-
5.5	O	1	HIT	-
5.5	A	8	MISS	-
5.5	N	5	HIT	-
5.5	O	3	HIT	-
5.5	F	5	HIT	-
5.5	G	0	HIT	-
5.5	Z	0	HIT	-
5.5	C	9	MISS	-
5.5	D	27	HIT	-
5.5	G	7	MISS	-
5.5	U	4	MISS	-
5.6	X	9	HIT	-
5.6	O	0	HIT	-
5.6	A	1	HIT	-
5.6	N	6	MISS	-
5.6	O	2	HIT	-
5.6	F	5	HIT	-
5.6	G	4	HIT	-
5.6	Z	4	HIT	-
