
Running RandomPick Algorithm Simulation
Time	Process	Page	Result	Evicted
4.4	A	2	MISS	-
4.5	M	1	HIT	-
4.5	S	0	HIT	-
4.5	G	9	HIT	-
4.5	M	3	HIT	-
4.5	O	4	HIT	-
4.5	X	3	MISS	-
4.5	Y	13	MISS	-
4.5	L	3	MISS	-
4.5	A	1	HIT	-
4.6	M	2	HIT	-
4.6	S	4	HIT	-
4.6	G	9	HIT	-
4.6	M	1	HIT	-
4.6	O	5	HIT	-
4.6	X	16	HIT	-
4.6	Y	0	HIT	-
4.6	L	4	HIT	-
4.6	A	4	HIT	-
4.7	M	3	HIT	-
4.7	S	1	HIT	-
4.7	G	5	HIT	-
4.7	M	8	HIT	-
4.7	O	0	HIT	-
4.7	X	2	MISS	-
4.7	Y	1	HIT	-
4.7	L	1	MISS	-
4.7	A	0	HIT	-
4.8	M	2	HIT	-
4.8	S	0	HIT	-
4.8	G	6	MISS	-
4.8	M	9	HIT	-
4.8	O	1	MISS	-
4.8	X	3	HIT	-
4.8	Y	2	HIT	-
4.8	L	0	HIT	-
4.8	A	4	HIT	-
4.9	M	0	HIT	-
4.9	S	3	HIT	-
4.9	G	8	HIT	-
4.9	M	5	MISS	-
4.9	O	0	HIT	-
4.9	X	4	HIT	-
4.9	Y	1	HIT	-
4.9	L	12	HIT	-
4.9	A	3	MISS	-
5.0	G	6	HIT	-
5.0	O	10	MISS	-
5.0	Y	0	HIT	-
5.0	L	12	HIT	-
5.0	A	1	HIT	-

5.0	M	Exit	5	5	<MSMSSMMS........M..........GO....GO..SO..AOGO..MO.G.GGM.G.XOXLGYLYL.XLLLYXYL.XYYLAXYMXYAXYAAXYLXLGOM>

5.0	S	Exit	5	5	<.S.SS..S...................GO....GO..SO..AOGO...O.G.GG..G.XOXLGYLYL.XLLLYXYL.XYYLAXY.XYAXYAAXYLXLGO.>

5.0	M	Exit	11	3	<...........................GO....GO...O..AOGO...O.G.GG..G.XOXLGYLYL.XLLLYXYL.XYYLAXY.XYAXYAAXYLXLGO.>

5.0	X	Exit	17	2	<...........................GO....GO...O..AOGO...O.G.GG..G.XOXLGYLYL.XLLLYXYL.XYYLAXY.XYAXYAAXYLXLGO.>
5.1	G	6	HIT	-
5.1	O	0	HIT	-
5.1	Y	12	HIT	-
5.1	L	13	HIT	-
5.1	A	1	HIT	-
5.2	G	6	HIT	-
5.2	O	10	HIT	-
5.2	Y	8	HIT	-
5.2	L	13	HIT	-
5.2	A	1	HIT	-
5.3	G	5	HIT	-
5.3	O	5	HIT	-
5.3	Y	8	HIT	-
5.3	L	12	HIT	-
5.3	A	1	HIT	-
5.4	G	4	HIT	-
5.4	O	3	HIT	-
5.4	Y	7	HIT	-
5.4	L	11	MISS	-
5.4	A	0	HIT	-
5.5	G	5	HIT	-
5.5	O	9	MISS	-
5.5	Y	6	MISS	-
5.5	L	12	HIT	-
5.5	A	4	HIT	-
5.6	G	5	HIT	-
5.6	O	9	HIT	-
5.6	Y	7	HIT	-
5.6	L	12	HIT	-
5.6	A	0	HIT	-
5.7	G	4	HIT	-
5.7	O	9	HIT	-
5.7	Y	7	HIT	-
5.7	L	9	HIT	-
5.7	A	3	HIT	-
5.8	G	3	MISS	-
5.8	O	10	HIT	-
5.8	Y	6	HIT	-
5.8	L	9	HIT	-
5.8	A	0	HIT	-
5.9	G	2	HIT	-
5.9	O	9	HIT	-
5.9	Y	2	HIT	-
5.9	L	9	HIT	-
5.9	A	2	HIT	-
6.0	O	6	HIT	-
6.0	L	7	MISS	-
6.0	A	3	HIT	-

6.0	G	Exit	11	4	<..................G........GO.L..GO...O..AOGO.Y.O.G.GG..G..O.LGLLYL..LLLY.YL..YYLA.Y..YA.YOA.YL.LGO.>

6.0	Y	Exit	17	3	<............................O.L...O...O..AO.O.Y.O..........O.L.LLYL..LLLY.YL..YYLA.Y..YA.YOA.YL.L.O.>
6.1	O	5	HIT	-
6.1	L	7	HIT	-
6.1	A	1	MISS	-
6.2	O	5	HIT	-
6.2	L	8	MISS	-
6.2	A	4	HIT	-
6.3	O	5	HIT	-
6.3	L	11	HIT	-
6.3	A	4	HIT	-
6.4	O	4	HIT	-
6.4	L	12	HIT	-
6.4	A	4	HIT	-
6.5	O	10	HIT	-
6.5	L	12	HIT	-
6.5	A	0	HIT	-
6.6	O	0	HIT	-
6.6	L	11	HIT	-
6.6	A	3	HIT	-
6.7	O	0	HIT	-
6.7	L	0	MISS	-
6.7	A	1	HIT	-
6.8	O	3	HIT	-
6.8	L	16	HIT	-
6.8	A	2	HIT	-
6.9	O	3	HIT	-
6.9	L	13	HIT	-
6.9	A	2	HIT	-
7.0	A	2	HIT	-

7.0	O	Exit	11	5	<....A.......................O.L...O...O..AO.O...O.........LOLL.LL.L..LLL...L....LA.....A..OA..L.L.O.>

7.0	L	Exit	17	4	<....A.........................L..........A................L.LL.LL.L..LLL...L....LA.....A...A..L.L...>
7.1	A	3	HIT	-
7.2	A	1	HIT	-
7.3	A	0	HIT	-
7.4	A	1	HIT	-
7.5	A	2	HIT	-
7.6	A	4	HIT	-
7.7	A	1	HIT	-
7.8	A	4	HIT	-
7.9	A	4	HIT	-

8.0	A	Exit	5	4	<....A....................................A.......................................A.....A...A........>

Simulation Results:
Total References: 434
Hits: 324, Misses: 110
Hit Ratio: 0.75, Miss Ratio: 0.25
Processes Swapped In: 14

Running RandomPick Algorithm Simulation
Time	Process	Page	Result	Evicted
----	-------	----	------	-------
0.0	M	Enter	5	5	<....................................................................................................>

0.0	M	0	MISS	-
0.0	S	Enter	5	5	<M...................................................................................................>

0.0	S	0	MISS	-
0.0	M	4	MISS	-
0.0	S	4	MISS	-
0.1	M	0	HIT	-
0.1	S	4	HIT	-
0.2	M	2	MISS	-
0.2	S	4	HIT	-
0.3	M	1	MISS	-
0.3	S	3	MISS	-
0.4	M	1	HIT	-
0.4	S	1	MISS	-
0.5	M	1	HIT	-
0.5	S	0	HIT	-
0.6	M	2	HIT	-
0.6	S	0	HIT	-
0.7	M	2	HIT	-
0.7	S	0	HIT	-
0.8	M	4	HIT	-
0.8	S	0	HIT	-
0.9	M	1	HIT	-
0.9	S	1	HIT	-
1.0	Q	Enter	17	2	<MSMSMMSS............................................................................................>

1.0	Q	0	MISS	-
1.0	E	Enter	31	1	<MSMSMMSSQ...........................................................................................>

1.0	E	0	MISS	-
1.0	M	1	HIT	-
1.0	S	3	HIT	-
1.0	Q	6	MISS	-
1.0	E	8	MISS	-
1.1	M	2	HIT	-
1.1	S	0	HIT	-
1.1	Q	15	MISS	-
1.1	E	9	MISS	-
1.2	M	1	HIT	-
1.2	S	4	HIT	-
1.2	Q	14	MISS	-
1.2	E	9	HIT	-
1.3	M	0	HIT	-
1.3	S	2	MISS	-
1.3	Q	14	HIT	-
1.3	E	21	MISS	-
1.4	M	4	HIT	-
1.4	S	0	HIT	-
1.4	Q	14	HIT	-
1.4	E	21	HIT	-
1.5	M	3	MISS	-
1.5	S	1	HIT	-
1.5	Q	13	MISS	-
1.5	E	23	MISS	-
1.6	M	1	HIT	-
1.6	S	4	HIT	-
1.6	Q	13	HIT	-
1.6	E	21	HIT	-
1.7	M	1	HIT	-
1.7	S	4	HIT	-
1.7	Q	12	MISS	-
1.7	E	9	HIT	-
1.8	M	0	HIT	-
1.8	S	3	HIT	-
1.8	Q	11	MISS	-
1.8	E	8	HIT	-
1.9	M	0	HIT	-
1.9	S	4	HIT	-
1.9	Q	16	MISS	-
1.9	E	8	HIT	-
2.0	G	Enter	11	4	<MSMSMMSSQEQEQEQSEMQEQQQ.............................................................................>

2.0	G	0	MISS	-
2.0	M	Enter	11	3	<MSMSMMSSQEQEQEQSEMQEQQQG............................................................................>

2.0	M	0	HIT	-
2.0	O	Enter	11	5	<MSMSMMSSQEQEQEQSEMQEQQQG............................................................................>

2.0	O	0	MISS	-
2.0	U	Enter	17	1	<MSMSMMSSQEQEQEQSEMQEQQQGO...........................................................................>

2.0	U	0	MISS	-
2.0	Y	Enter	11	1	<MSMSMMSSQEQEQEQSEMQEQQQGOU..........................................................................>

2.0	Y	0	MISS	-
2.0	I	Enter	17	2	<MSMSMMSSQEQEQEQSEMQEQQQGOUY.........................................................................>

2.0	I	0	MISS	-
2.0	M	4	HIT	-
2.0	S	0	HIT	-
2.0	Q	0	HIT	-
2.0	G	0	HIT	-
2.0	M	6	MISS	-
2.0	O	4	MISS	-
2.0	U	10	MISS	-
2.0	Y	9	MISS	-
2.0	I	12	MISS	-

2.0	E	Exit	31	1	<MSMSMMSSQEQEQEQSEMQEQQQGOUYIMOUYI...................................................................>
2.1	M	0	HIT	-
2.1	S	0	HIT	-
2.1	Q	1	MISS	-
2.1	G	0	HIT	-
2.1	M	6	HIT	-
2.1	O	4	HIT	-
2.1	U	10	HIT	-
2.1	Y	9	HIT	-
2.1	I	12	HIT	-
2.2	M	0	HIT	-
2.2	S	1	HIT	-
2.2	Q	2	MISS	-
2.2	G	1	MISS	-
2.2	M	7	MISS	-
2.2	O	9	MISS	-
2.2	U	11	MISS	-
2.2	Y	9	HIT	-
2.2	I	12	HIT	-
2.3	M	4	HIT	-
2.3	S	4	HIT	-
2.3	Q	1	HIT	-
2.3	G	1	HIT	-
2.3	M	9	MISS	-
2.3	O	9	HIT	-
2.3	U	12	MISS	-
2.3	Y	8	MISS	-
2.3	I	13	MISS	-
2.4	M	4	HIT	-
2.4	S	4	HIT	-
2.4	Q	2	HIT	-
2.4	G	1	HIT	-
2.4	M	8	MISS	-
2.4	O	7	MISS	-
2.4	U	13	MISS	-
2.4	Y	8	HIT	-
2.4	I	14	MISS	-
2.5	M	0	HIT	-
2.5	S	4	HIT	-
2.5	Q	2	HIT	-
2.5	G	9	MISS	-
2.5	M	6	HIT	-
2.5	O	1	MISS	-
2.5	U	9	MISS	-
2.5	Y	10	MISS	-
2.5	I	14	HIT	-
2.6	M	0	HIT	-
2.6	S	4	HIT	-
2.6	Q	2	HIT	-
2.6	G	1	HIT	-
2.6	M	5	MISS	-
2.6	O	6	MISS	-
2.6	U	9	HIT	-
2.6	Y	10	HIT	-
2.6	I	14	HIT	-
2.7	M	4	HIT	-
2.7	S	4	HIT	-
2.7	Q	1	HIT	-
2.7	G	0	HIT	-
2.7	M	4	HIT	-
2.7	O	6	HIT	-
2.7	U	12	HIT	-
2.7	Y	5	MISS	-
2.7	I	5	MISS	-
2.8	M	3	HIT	-
2.8	S	4	HIT	-
2.8	Q	13	HIT	-
2.8	G	10	MISS	-
2.8	M	9	HIT	-
2.8	O	6	HIT	-
2.8	U	11	HIT	-
2.8	Y	6	MISS	-
2.8	I	6	MISS	-
2.9	M	2	HIT	-
2.9	S	4	HIT	-
2.9	Q	13	HIT	-
2.9	G	10	HIT	-
2.9	M	10	MISS	-
2.9	O	6	HIT	-
2.9	U	12	HIT	-
2.9	Y	6	HIT	-
2.9	I	6	HIT	-
3.0	X	Enter	17	2	<MSMSMMSSQ.Q.Q.QS.MQ.QQQGOUYIMOUYIQQGMOUMUYIMOUIGOUYMOYIGYIM.........................................>

3.0	X	0	MISS	-
3.0	Y	Enter	17	3	<MSMSMMSSQ.Q.Q.QS.MQ.QQQGOUYIMOUYIQQGMOUMUYIMOUIGOUYMOYIGYIMX........................................>

3.0	Y	0	HIT	-
3.0	L	Enter	17	4	<MSMSMMSSQ.Q.Q.QS.MQ.QQQGOUYIMOUYIQQGMOUMUYIMOUIGOUYMOYIGYIMX........................................>

3.0	L	0	MISS	-
3.0	M	1	HIT	-
3.0	S	4	HIT	-
3.0	G	10	HIT	-
3.0	M	10	HIT	-
3.0	O	6	HIT	-
3.0	I	7	MISS	-
3.0	X	4	MISS	-
3.0	Y	13	MISS	-
3.0	L	14	MISS	-

3.0	Q	Exit	17	2	<MSMSMMSSQ.Q.Q.QS.MQ.QQQGOUYIMOUYIQQGMOUMUYIMOUIGOUYMOYIGYIMXLIXYL...................................>

3.0	U	Exit	17	1	<MSMSMMSS.......S.M.....GOUYIMOUYI..GMOUMUYIMOUIGOUYMOYIGYIMXLIXYL...................................>

3.0	Y	Exit	11	1	<MSMSMMSS.......S.M.....GO.YIMO.YI..GMO.M.YIMO.IGO.YMOYIGYIMXLIXYL...................................>
3.1	M	0	HIT	-
3.1	S	4	HIT	-
3.1	G	0	HIT	-
3.1	M	0	HIT	-
3.1	O	7	HIT	-
3.1	I	1	MISS	-
3.1	X	8	MISS	-
3.1	Y	13	MISS	-
3.1	L	15	MISS	-
3.2	M	2	HIT	-
3.2	S	4	HIT	-
3.2	G	0	HIT	-
3.2	M	1	HIT	-
3.2	O	8	MISS	-
3.2	I	1	HIT	-
3.2	X	5	MISS	-
3.2	Y	14	MISS	-
3.2	L	1	MISS	-
3.3	M	4	HIT	-
3.3	S	0	HIT	-
3.3	G	10	HIT	-
3.3	M	0	HIT	-
3.3	O	9	HIT	-
3.3	I	2	MISS	-
3.3	X	6	MISS	-
3.3	Y	15	MISS	-
3.3	L	13	MISS	-
3.4	M	4	HIT	-
3.4	S	3	HIT	-
3.4	G	0	HIT	-
3.4	M	3	HIT	-
3.4	O	10	MISS	-
3.4	I	0	HIT	-
3.4	X	11	MISS	-
3.4	Y	15	HIT	-
3.4	L	12	MISS	-
3.5	M	0	HIT	-
3.5	S	1	HIT	-
3.5	G	9	HIT	-
3.5	M	3	HIT	-
3.5	O	4	HIT	-
3.5	I	1	HIT	-
3.5	X	16	MISS	-
3.5	Y	14	HIT	-
3.5	L	13	HIT	-
3.6	M	0	HIT	-
3.6	S	2	HIT	-
3.6	G	6	MISS	-
3.6	M	3	HIT	-
3.6	O	4	HIT	-
3.6	I	2	HIT	-
3.6	X	16	HIT	-
3.6	Y	14	HIT	-
3.6	L	12	HIT	-
3.7	M	1	HIT	-
3.7	S	3	HIT	-
3.7	G	5	MISS	-
3.7	M	2	HIT	-
3.7	O	3	MISS	-
3.7	I	2	HIT	-
3.7	X	3	MISS	-
3.7	Y	13	HIT	-
3.7	L	12	HIT	-
3.8	M	4	HIT	-
3.8	S	3	HIT	-
3.8	G	4	MISS	-
3.8	M	1	HIT	-
3.8	O	2	MISS	-
3.8	I	1	HIT	-
3.8	X	4	HIT	-
3.8	Y	14	HIT	-
3.8	L	13	HIT	-
3.9	M	2	HIT	-
3.9	S	2	HIT	-
3.9	G	5	HIT	-
3.9	M	5	HIT	-
3.9	O	5	MISS	-
3.9	I	1	HIT	-
3.9	X	4	HIT	-
3.9	Y	14	HIT	-
3.9	L	12	HIT	-
4.0	A	Enter	5	4	<MSMSMMSS.......S.M.....GO..IMO..I..GMO.M..IMO.IGO..MO.IG.IMXLIX.LIXYLOXYLIXYLOXLXGGOXGOO............>

4.0	A	0	MISS	-
4.0	M	3	HIT	-
4.0	S	2	HIT	-
4.0	G	5	HIT	-
4.0	M	4	HIT	-
4.0	O	7	HIT	-
4.0	X	5	HIT	-
4.0	Y	13	HIT	-
4.0	L	12	HIT	-
4.0	A	3	MISS	-

4.0	I	Exit	17	2	<MSMSMMSS.......S.M.....GO..IMO..I..GMO.M..IMO.IGO..MO.IG.IMXLIX.LIXYLOXYLIXYLOXLXGGOXGOOAA..........>
4.1	M	1	HIT	-
4.1	S	3	HIT	-
4.1	G	5	HIT	-
4.1	M	8	HIT	-
4.1	O	7	HIT	-
4.1	X	6	HIT	-
4.1	Y	12	MISS	-
4.1	L	12	HIT	-
4.1	A	3	HIT	-
4.2	M	3	HIT	-
4.2	S	2	HIT	-
4.2	G	10	HIT	-
4.2	M	9	HIT	-
4.2	O	7	HIT	-
4.2	X	6	HIT	-
4.2	Y	11	MISS	-
4.2	L	13	HIT	-
4.2	A	4	MISS	-
4.3	M	0	HIT	-
4.3	S	4	HIT	-
4.3	G	10	HIT	-
4.3	M	4	HIT	-
4.3	O	8	HIT	-
4.3	X	6	HIT	-
4.3	Y	12	HIT	-
4.3	L	6	MISS	-
4.3	A	4	HIT	-
4.4	M	4	HIT	-
4.4	S	3	HIT	-
4.4	G	0	HIT	-
4.4	M	3	HIT	-
4.4	O	7	HIT	-
4.4	X	6	HIT	-
4.4	Y	13	HIT	-
4.4	L	10	MISS	-
4.4	A	0	HIT	-
4.5	M	3	HIT	-
4.5	S	1	HIT	-
4.5	G	0	HIT	-
4.5	M	2	HIT	-
4.5	O	8	HIT	-
4.5	X	7	MISS	-
4.5	Y	16	MISS	-
4.5	L	11	MISS	-
4.5	A	3	HIT	-
4.6	M	4	HIT	-
4.6	S	2	HIT	-
4.6	G	1	HIT	-
4.6	M	0	HIT	-
4.6	O	0	HIT	-
4.6	X	8	HIT	-
4.6	Y	13	HIT	-
4.6	L	8	MISS	-
4.6	A	3	HIT	-
4.7	M	4	HIT	-
4.7	S	4	HIT	-
4.7	G	4	HIT	-
4.7	M	10	HIT	-
4.7	O	7	HIT	-
4.7	X	7	HIT	-
4.7	Y	9	MISS	-
4.7	L	0	HIT	-
4.7	A	3	HIT	-
4.8	M	0	HIT	-
4.8	S	4	HIT	-
4.8	G	5	HIT	-
